ID;POTENCIA;NRESIDENTES;TIPOVIVIENDA;PROVINCIA;MES;PREDICCION_CONSUMO;PREDICCION_PRECIO;COSTE_POTENCIA;COSTE_ESTIMADO;FECHA_PREDICCION
861;4.0;3.9;Casa Unifamiliar;ASTURIAS;2025-07;607.39;61.8679;247.47;37577.94;2025-04-20
862;4.2;5.0;Duplex;TERUEL;2025-05;344.82;169.5563;712.14;58466.4;2025-04-20
863;3.4;3.1;Adosado;GRANADA;2025-07;352.29;63.5778;216.16;22397.82;2025-04-20
864;5.6;4.0;Duplex;LUGO;2025-09;448.01;70.79;396.42;31714.63;2025-04-20
865;3.6;4.0;Casa Unifamiliar;GRANADA;2025-10;507.23;187.6975;675.71;95205.8;2025-04-20
866;4.5;2.1;Duplex;ASTURIAS;2025-05;446.4;70.2974;316.34;31380.76;2025-04-20
867;3.4;4.6;Adosado;VALENCIA;2025-10;340.87;200.7128;682.42;68416.97;2025-04-20
868;3.6;2.9;Piso;ILLES BALEARS;2025-05;297.67;198.7348;715.45;59157.39;2025-04-20
869;3.4;2.7;Adosado;HUESCA;2025-08;294.63;88.0879;299.5;25953.34;2025-04-20
870;6.5;4.2;Duplex;CASTELLON;2025-05;442.98;78.8555;512.56;34931.41;2025-04-20
871;3.8;3.4;Piso;TERUEL;2025-04;288.06;82.9932;315.37;23907.02;2025-04-20
872;5.0;3.8;Duplex;LLEIDA;2025-05;426.9;71.578;357.89;30556.65;2025-04-20
873;5.2;5.0;Duplex;A CORUÑA;2025-04;452.57;162.3941;844.45;73494.7;2025-04-20
874;4.2;4.8;Piso;MALAGA;2025-10;296.68;61.6628;258.98;18294.12;2025-04-20
875;3.9;4.2;Adosado;CANTABRIA;2025-03;299.0;41.3713;161.35;12370.02;2025-04-20
876;3.4;3.8;Adosado;CACERES;2025-05;331.78;37.3916;127.13;12405.79;2025-04-20
877;4.0;3.6;Piso;LAS PALMAS;2025-05;195.77;333.3712;1333.48;65264.08;2025-04-20
878;4.4;2.1;Duplex;LEON;2025-08;429.47;87.7877;386.27;37702.18;2025-04-20
879;5.9;4.2;Duplex;GUADALAJARA;2025-10;446.52;59.9395;353.64;26764.19;2025-04-20
880;4.0;4.6;Casa Unifamiliar;LAS PALMAS;2025-05;479.37;67.0185;268.07;32126.66;2025-04-20
881;3.7;2.6;Piso;JAEN;2025-10;189.13;84.8904;314.09;16055.32;2025-04-20
882;5.0;2.4;Casa Unifamiliar;ZAMORA;2025-09;420.65;66.3619;331.81;27915.13;2025-04-20
883;3.7;3.4;Casa Unifamiliar;AVILA;2025-10;544.43;93.3735;345.48;50835.33;2025-04-20
884;5.2;2.8;Piso;CACERES;2025-06;278.33;75.8991;394.68;21125.0;2025-04-20
885;4.3;2.3;Piso;CADIZ;2025-03;272.88;189.4435;814.61;51695.34;2025-04-20
886;5.4;2.8;Duplex;HUELVA;2025-05;399.43;170.142;918.77;67959.82;2025-04-20
887;3.7;4.6;Adosado;ALICANTE;2025-03;357.24;201.5287;745.66;71994.11;2025-04-20
888;5.8;4.4;Piso;HUELVA;2025-09;186.15;63.4358;367.93;11808.57;2025-04-20
889;5.9;3.9;Duplex;GIRONA;2025-03;453.24;41.9687;247.62;19021.89;2025-04-20
890;5.7;3.7;Casa Unifamiliar;CUENCA;2025-04;595.11;41.0484;233.98;24428.31;2025-04-20
891;5.4;2.3;Adosado;ASTURIAS;2025-06;407.95;96.649;521.9;39427.96;2025-04-20
892;4.2;4.1;Adosado;BIZKAIA;2025-06;322.51;165.7598;696.19;53459.19;2025-04-20
893;5.6;3.2;Adosado;TERUEL;2025-07;387.86;32.0041;179.22;12413.11;2025-04-20
894;5.1;4.7;Adosado;ALICANTE;2025-08;342.15;69.5833;354.87;23807.93;2025-04-20
895;4.2;4.6;Adosado;BARCELONA;2025-10;395.12;42.0756;176.72;16624.91;2025-04-20
896;5.3;4.0;Duplex;MURCIA;2025-08;397.42;250.3792;1327.01;99505.7;2025-04-20
897;5.3;2.0;Casa Unifamiliar;GRANADA;2025-07;601.55;69.8148;370.02;41997.09;2025-04-20
898;4.2;4.3;Adosado;CIUDAD REAL;2025-04;350.23;67.9817;285.52;23809.23;2025-04-20
899;5.6;5.0;Casa Unifamiliar;CUENCA;2025-06;592.53;198.6522;1112.45;117707.39;2025-04-20
900;3.8;3.1;Casa Unifamiliar;LLEIDA;2025-10;402.58;169.8465;645.42;68376.8;2025-04-20
901;4.8;4.5;Casa Unifamiliar;HUELVA;2025-05;515.07;237.4407;1139.72;122298.58;2025-04-20
902;6.2;4.8;Piso;LUGO;2025-04;250.96;37.7214;233.87;9466.56;2025-04-20
903;3.4;3.1;Casa Unifamiliar;ALBACETE;2025-08;555.14;159.9109;543.7;88772.94;2025-04-20
904;3.9;3.3;Duplex;ALICANTE;2025-09;436.71;244.676;954.24;106852.46;2025-04-20
905;5.8;4.9;Duplex;MALAGA;2025-03;396.62;96.496;559.68;38272.24;2025-04-20
906;3.7;4.2;Duplex;MALAGA;2025-09;379.94;93.2901;345.17;35444.64;2025-04-20
907;5.0;3.9;Adosado;LEON;2025-03;272.58;76.7327;383.66;20915.8;2025-04-20
908;5.2;3.5;Casa Unifamiliar;CADIZ;2025-03;534.44;418.7952;2177.74;223820.91;2025-04-20
909;6.5;3.2;Casa Unifamiliar;PALENCIA;2025-03;596.4;43.3268;281.62;25840.1;2025-04-20
910;5.3;4.8;Piso;ALMERIA;2025-09;285.28;70.2713;372.44;20047.0;2025-04-20
911;4.2;4.1;Duplex;JAEN;2025-07;441.02;70.38;295.6;31038.99;2025-04-20
912;3.6;3.0;Duplex;CUENCA;2025-09;387.97;82.1359;295.69;31866.27;2025-04-20
913;6.4;2.1;Piso;HUELVA;2025-09;217.48;107.4867;687.91;23376.21;2025-04-20
914;4.5;4.8;Adosado;CASTELLON;2025-10;329.4;113.607;511.23;37422.15;2025-04-20
915;5.4;4.4;Duplex;CASTELLON;2025-05;361.24;90.6787;489.66;32756.77;2025-04-20
916;5.3;3.0;Casa Unifamiliar;CANTABRIA;2025-05;590.63;62.4029;330.74;36857.02;2025-04-20
917;6.2;2.6;Duplex;JAEN;2025-10;363.4;71.609;443.98;26022.71;2025-04-20
918;5.8;2.8;Adosado;SALAMANCA;2025-10;358.74;79.4312;460.7;28495.15;2025-04-20
919;5.9;4.1;Piso;TERUEL;2025-05;303.83;80.0059;472.03;24308.19;2025-04-20
920;4.4;3.3;Piso;SEVILLA;2025-07;304.26;280.4586;1234.02;85332.33;2025-04-20
921;5.2;2.9;Piso;MURCIA;2025-05;270.39;289.0274;1502.94;78150.12;2025-04-20
922;5.8;3.3;Duplex;ALMERIA;2025-10;376.23;56.7555;329.18;21353.12;2025-04-20
923;6.0;2.3;Casa Unifamiliar;MADRID;2025-06;497.51;82.6811;496.09;41134.67;2025-04-20
924;4.3;3.3;Adosado;LUGO;2025-08;301.31;70.7099;304.05;21305.6;2025-04-20
925;6.1;4.0;Piso;CANTABRIA;2025-04;283.24;319.2636;1947.51;90428.22;2025-04-20
926;3.4;2.5;Casa Unifamiliar;MALAGA;2025-09;600.6;86.165;292.96;51750.7;2025-04-20
927;4.9;3.4;Casa Unifamiliar;SEVILLA;2025-07;580.44;38.3417;187.87;22255.06;2025-04-20
928;3.4;4.2;Adosado;AVILA;2025-06;402.26;63.5461;216.06;25562.05;2025-04-20
929;5.0;3.3;Casa Unifamiliar;GIRONA;2025-05;608.02;54.5224;272.61;33150.71;2025-04-20
930;4.8;4.0;Piso;ASTURIAS;2025-08;245.02;343.9566;1650.99;84276.25;2025-04-20
931;5.8;4.9;Casa Unifamiliar;ZARAGOZA;2025-07;564.78;96.9237;562.16;54740.57;2025-04-20
932;3.7;2.2;Piso;OURENSE;2025-07;299.05;53.9146;199.48;16123.16;2025-04-20
933;3.4;4.7;Casa Unifamiliar;CORDOBA;2025-07;505.39;68.8833;234.2;34812.93;2025-04-20
934;5.9;3.5;Casa Unifamiliar;TARRAGONA;2025-05;597.96;64.7016;381.74;38688.97;2025-04-20
935;4.5;4.9;Casa Unifamiliar;ILLES BALEARS;2025-07;590.5;339.9208;1529.64;200723.23;2025-04-20
936;6.6;2.6;Casa Unifamiliar;GUADALAJARA;2025-09;487.79;70.3053;464.01;34294.22;2025-04-20
937;4.8;3.4;Piso;ZAMORA;2025-09;259.49;99.6917;478.52;25869.0;2025-04-20
938;5.5;3.1;Casa Unifamiliar;LEON;2025-10;484.71;70.3769;387.07;34112.39;2025-04-20
939;5.0;3.3;Adosado;PONTEVEDRA;2025-09;341.0;280.2216;1401.11;95555.57;2025-04-20
940;4.1;5.0;Duplex;ZARAGOZA;2025-10;405.02;81.3459;333.52;32946.72;2025-04-20
941;4.6;4.3;Adosado;CANTABRIA;2025-05;394.27;259.7381;1194.8;102406.94;2025-04-20
942;4.6;2.4;Duplex;JAEN;2025-04;386.04;185.5785;853.66;71640.72;2025-04-20
943;5.7;3.1;Piso;ZARAGOZA;2025-10;187.03;72.3092;412.16;13523.99;2025-04-20
944;5.4;5.0;Casa Unifamiliar;HUESCA;2025-03;543.0;82.5855;445.96;44843.93;2025-04-20
945;6.4;4.1;Piso;GUADALAJARA;2025-10;266.57;72.9342;466.78;19442.07;2025-04-20
946;4.3;2.4;Piso;VALLADOLID;2025-06;257.96;93.2793;401.1;24062.33;2025-04-20
947;5.8;2.1;Piso;SEGOVIA;2025-09;295.8;59.7667;346.65;17678.99;2025-04-20
948;4.9;3.6;Piso;TARRAGONA;2025-07;294.35;79.5231;389.66;23407.62;2025-04-20
949;6.0;4.4;Casa Unifamiliar;TERUEL;2025-06;563.6;64.4179;386.51;36305.93;2025-04-20
950;5.8;4.5;Duplex;A CORUÑA;2025-05;379.94;93.6085;542.93;35565.61;2025-04-20
951;5.3;3.8;Adosado;VALLADOLID;2025-10;394.69;70.4118;373.18;27790.83;2025-04-20
952;6.3;2.8;Adosado;GUADALAJARA;2025-06;360.17;61.1347;385.15;22018.88;2025-04-20
953;6.3;3.3;Piso;CANTABRIA;2025-04;295.67;64.259;404.83;18999.46;2025-04-20
954;6.2;3.2;Piso;LLEIDA;2025-04;297.29;77.4568;480.23;23027.13;2025-04-20
955;6.3;2.8;Casa Unifamiliar;GUADALAJARA;2025-09;588.55;96.0779;605.29;56546.65;2025-04-20
956;5.3;2.7;Adosado;A CORUÑA;2025-08;407.5;107.7411;571.03;43904.5;2025-04-20
957;4.7;3.2;Casa Unifamiliar;TOLEDO;2025-03;598.0;192.9323;906.78;115373.52;2025-04-20
958;4.1;2.1;Adosado;ALICANTE;2025-08;370.87;62.1986;255.01;23067.59;2025-04-20
959;6.4;3.6;Piso;ZARAGOZA;2025-04;182.86;108.2294;692.67;19790.83;2025-04-20
960;4.0;3.7;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-06;511.2;80.2544;321.02;41026.05;2025-04-20
961;5.6;2.8;Casa Unifamiliar;ASTURIAS;2025-05;555.49;103.3135;578.56;57389.62;2025-04-20
962;4.0;4.8;Adosado;ASTURIAS;2025-08;307.96;41.1963;164.79;12686.81;2025-04-20
963;4.8;3.7;Casa Unifamiliar;ASTURIAS;2025-03;551.11;36.9669;177.44;20372.83;2025-04-20
964;3.6;2.5;Duplex;ZARAGOZA;2025-04;377.91;72.7831;262.02;27505.46;2025-04-20
965;3.8;5.0;Piso;SEGOVIA;2025-03;299.22;87.9216;334.1;26307.9;2025-04-20
966;4.6;4.9;Casa Unifamiliar;LA RIOJA;2025-04;609.38;325.2442;1496.12;198197.31;2025-04-20
967;5.8;3.6;Casa Unifamiliar;TARRAGONA;2025-05;486.2;75.2048;436.19;36564.57;2025-04-20
968;6.2;3.0;Duplex;ZARAGOZA;2025-09;458.79;401.9846;2492.3;184426.51;2025-04-20
969;5.8;3.3;Duplex;BARCELONA;2025-09;365.23;72.2461;419.03;26386.44;2025-04-20
970;5.7;4.5;Adosado;ALICANTE;2025-04;358.1;87.2892;497.55;31258.26;2025-04-20
971;3.6;4.1;Piso;BADAJOZ;2025-07;235.83;75.3339;271.2;17765.99;2025-04-20
972;6.1;3.1;Adosado;HUELVA;2025-08;291.02;78.4886;478.78;22841.75;2025-04-20
973;4.6;3.3;Piso;ALMERIA;2025-04;223.66;423.0155;1945.87;94611.65;2025-04-20
974;6.5;2.5;Adosado;HUELVA;2025-07;397.83;74.0622;481.4;29464.17;2025-04-20
975;5.5;2.5;Piso;VALENCIA;2025-09;246.09;255.4865;1405.18;62872.67;2025-04-20
976;5.7;3.1;Adosado;JAEN;2025-07;395.66;72.7649;414.76;28790.16;2025-04-20
977;6.1;4.0;Piso;ALBACETE;2025-09;204.6;61.0675;372.51;12494.41;2025-04-20
978;4.7;2.3;Duplex;MURCIA;2025-08;441.55;43.2548;203.3;19099.16;2025-04-20
979;4.0;4.7;Duplex;ALBACETE;2025-09;457.51;75.7069;302.83;34636.66;2025-04-20
980;4.0;3.3;Casa Unifamiliar;CADIZ;2025-10;487.32;67.9423;271.77;33109.64;2025-04-20
981;4.1;3.0;Casa Unifamiliar;MURCIA;2025-09;530.06;31.3687;128.61;16627.29;2025-04-20
982;5.3;2.9;Adosado;LUGO;2025-08;319.14;90.3525;478.87;28835.1;2025-04-20
983;4.5;2.3;Piso;PALENCIA;2025-07;300.44;68.0254;306.11;20437.55;2025-04-20
984;5.3;3.3;Adosado;GUADALAJARA;2025-04;397.17;63.8681;338.5;25366.49;2025-04-20
985;4.3;2.6;Duplex;TERUEL;2025-07;445.95;76.3151;328.15;34032.72;2025-04-20
986;5.0;4.5;Duplex;CORDOBA;2025-06;362.86;65.3102;326.55;23698.46;2025-04-20
987;5.6;3.6;Piso;SEVILLA;2025-08;215.16;70.8111;396.54;15235.72;2025-04-20
988;5.7;3.4;Piso;CANTABRIA;2025-06;286.84;82.9924;473.06;23805.54;2025-04-20
989;4.1;4.4;Casa Unifamiliar;ZARAGOZA;2025-10;569.73;277.2104;1136.56;157935.08;2025-04-20
990;6.6;2.3;Casa Unifamiliar;GUADALAJARA;2025-09;609.97;31.4409;207.51;19178.01;2025-04-20
991;4.7;4.4;Piso;PONTEVEDRA;2025-03;217.85;81.2723;381.98;17705.17;2025-04-20
992;4.8;3.5;Duplex;CANTABRIA;2025-05;445.92;79.6065;382.11;35498.13;2025-04-20
993;4.3;2.2;Casa Unifamiliar;BARCELONA;2025-05;610.41;70.6114;303.63;43101.9;2025-04-20
994;3.3;3.5;Duplex;VALLADOLID;2025-09;404.69;70.6164;233.03;28577.75;2025-04-20
995;5.0;3.7;Casa Unifamiliar;JAEN;2025-06;508.04;334.8342;1674.17;170109.17;2025-04-20
996;4.6;4.4;Piso;HUELVA;2025-07;300.79;96.9669;446.05;29166.67;2025-04-20
997;4.0;2.6;Adosado;ILLES BALEARS;2025-08;356.8;100.6038;402.42;35895.44;2025-04-20
998;3.9;3.4;Piso;SORIA;2025-07;234.11;93.0058;362.72;21773.59;2025-04-20
999;4.1;3.0;Adosado;CANTABRIA;2025-08;305.6;44.2449;181.4;13521.24;2025-04-20
1000;6.5;4.0;Casa Unifamiliar;SORIA;2025-03;559.56;64.6286;420.09;36163.58;2025-04-20
1001;6.5;2.3;Adosado;HUELVA;2025-06;403.37;65.3019;424.46;26340.83;2025-04-20
1002;4.8;3.6;Piso;CORDOBA;2025-08;301.64;68.0261;326.53;20519.39;2025-04-20
1003;5.2;3.8;Piso;A CORUÑA;2025-05;258.26;72.6091;377.57;18752.03;2025-04-20
1004;3.3;2.1;Casa Unifamiliar;CUENCA;2025-09;565.59;84.1491;277.69;47593.89;2025-04-20
1005;3.6;2.9;Piso;LAS PALMAS;2025-04;298.7;42.0788;151.48;12568.94;2025-04-20
1006;3.4;2.5;Casa Unifamiliar;GRANADA;2025-09;552.01;95.9349;326.18;52957.02;2025-04-20
1007;5.6;3.3;Duplex;MADRID;2025-08;438.91;55.2344;309.31;24242.93;2025-04-20
1008;4.1;4.1;Adosado;NAVARRA;2025-08;384.79;90.9921;373.07;35012.85;2025-04-20
1009;5.2;3.8;Piso;A CORUÑA;2025-05;256.77;66.6346;346.5;17109.77;2025-04-20
1010;4.5;3.6;Casa Unifamiliar;TERUEL;2025-03;503.73;188.8263;849.72;95117.47;2025-04-20
1011;5.7;3.4;Duplex;ALMERIA;2025-03;441.5;41.2596;235.18;18216.11;2025-04-20
1012;3.4;3.7;Duplex;JAEN;2025-08;307.03;69.0253;234.69;21192.84;2025-04-20
1013;3.5;3.9;Duplex;ALBACETE;2025-05;363.95;54.5941;191.08;19869.52;2025-04-20
1014;6.5;3.5;Duplex;CUENCA;2025-03;455.34;342.1495;2223.97;155794.35;2025-04-20
1015;5.3;3.3;Casa Unifamiliar;CACERES;2025-03;527.5;66.7819;353.94;35227.45;2025-04-20
1016;4.1;2.4;Casa Unifamiliar;LAS PALMAS;2025-06;533.91;193.3631;792.79;103238.49;2025-04-20
1017;4.0;4.8;Duplex;GUADALAJARA;2025-05;432.67;326.775;1307.1;141385.74;2025-04-20
1018;6.3;4.5;Adosado;BIZKAIA;2025-06;290.45;76.7475;483.51;22291.31;2025-04-20
1019;5.9;3.4;Casa Unifamiliar;MURCIA;2025-09;565.92;31.8098;187.68;18001.8;2025-04-20
1020;6.0;4.9;Duplex;SANTA CRUZ DE TENERIFE;2025-06;366.03;37.9881;227.93;13904.78;2025-04-20
1021;5.4;2.9;Adosado;HUELVA;2025-08;300.53;336.3961;1816.54;101097.12;2025-04-20
1022;4.4;4.6;Duplex;A CORUÑA;2025-03;448.03;221.7882;975.87;99367.77;2025-04-20
1023;6.1;3.0;Piso;LUGO;2025-04;249.61;76.6854;467.78;19141.44;2025-04-20
1024;5.1;4.6;Piso;CANTABRIA;2025-04;295.91;110.2627;562.34;32627.84;2025-04-20
1025;6.4;4.6;Adosado;PONTEVEDRA;2025-09;400.84;72.5468;464.3;29079.66;2025-04-20
1026;5.0;4.2;Piso;CADIZ;2025-09;260.17;244.7157;1223.58;63667.68;2025-04-20
1027;4.9;4.0;Adosado;LLEIDA;2025-04;289.47;92.1492;451.53;26674.43;2025-04-20
1028;5.2;4.0;Casa Unifamiliar;CADIZ;2025-05;486.35;226.9969;1180.38;110399.94;2025-04-20
1029;6.0;3.0;Duplex;SEVILLA;2025-03;444.91;69.2983;415.79;30831.51;2025-04-20
1030;3.3;4.6;Adosado;SEGOVIA;2025-07;395.51;330.8637;1091.85;130859.9;2025-04-20
1031;5.9;2.0;Piso;PALENCIA;2025-08;210.18;337.9069;1993.65;71021.27;2025-04-20
1032;4.4;2.2;Piso;JAEN;2025-10;286.27;69.7052;306.7;19954.51;2025-04-20
1033;6.0;2.5;Casa Unifamiliar;TERUEL;2025-06;574.17;274.3841;1646.3;157543.12;2025-04-20
1034;3.6;4.5;Piso;SALAMANCA;2025-08;243.52;111.3698;400.93;27120.77;2025-04-20
1035;6.1;4.8;Casa Unifamiliar;LLEIDA;2025-08;611.81;422.3274;2576.2;258384.13;2025-04-20
1036;6.0;4.4;Casa Unifamiliar;ZAMORA;2025-09;591.07;71.8764;431.26;42483.98;2025-04-20
1037;5.3;3.3;Adosado;GUADALAJARA;2025-09;398.68;73.3719;388.87;29251.91;2025-04-20
1038;5.8;4.9;Duplex;PALENCIA;2025-08;448.84;91.0477;528.08;40865.85;2025-04-20
1039;5.8;3.3;Duplex;BARCELONA;2025-08;363.16;237.8634;1379.61;86382.47;2025-04-20
1040;5.5;3.2;Duplex;NAVARRA;2025-05;398.94;70.1569;385.86;27988.39;2025-04-20
1041;3.9;3.0;Adosado;LA RIOJA;2025-04;397.19;82.5146;321.81;32773.97;2025-04-20
1042;4.6;3.3;Casa Unifamiliar;CIUDAD REAL;2025-06;589.37;80.5366;370.47;47465.86;2025-04-20
1043;4.3;4.7;Adosado;CIUDAD REAL;2025-07;360.78;26.3235;113.19;9496.99;2025-04-20
1044;4.1;3.8;Casa Unifamiliar;ILLES BALEARS;2025-03;473.99;67.5787;277.07;32031.63;2025-04-20
1045;5.8;2.7;Piso;HUELVA;2025-05;302.61;71.4053;414.15;21607.96;2025-04-20
1046;6.2;2.5;Duplex;NAVARRA;2025-05;448.3;83.1754;515.69;37287.53;2025-04-20
1047;5.8;3.0;Adosado;TERUEL;2025-09;402.17;62.0253;359.75;24944.71;2025-04-20
1048;5.5;2.6;Piso;ALMERIA;2025-08;183.45;65.4811;360.15;12012.51;2025-04-20
1049;5.0;3.5;Adosado;MALAGA;2025-05;293.4;64.4848;322.42;18919.84;2025-04-20
1050;5.9;3.8;Casa Unifamiliar;ZARAGOZA;2025-03;546.71;69.6843;411.14;38097.1;2025-04-20
1051;3.9;2.2;Adosado;PALENCIA;2025-04;400.08;188.3386;734.52;75350.51;2025-04-20
1052;6.6;2.3;Duplex;JAEN;2025-08;379.85;202.0572;1333.58;76751.43;2025-04-20
1053;5.8;3.3;Casa Unifamiliar;LA RIOJA;2025-10;490.17;107.727;624.82;52804.54;2025-04-20
1054;6.0;3.5;Piso;BURGOS;2025-04;174.71;60.8279;364.97;10627.24;2025-04-20
1055;4.3;3.6;Duplex;CIUDAD REAL;2025-10;444.22;198.0647;851.68;87984.3;2025-04-20
1056;3.6;4.1;Piso;BADAJOZ;2025-04;235.71;168.608;606.99;39742.59;2025-04-20
1057;4.3;4.9;Piso;OURENSE;2025-06;244.17;50.2389;216.03;12266.83;2025-04-20
1058;3.7;4.8;Duplex;ALAVA;2025-04;453.18;483.637;1789.46;219174.62;2025-04-20
1059;6.3;4.1;Casa Unifamiliar;SEGOVIA;2025-05;518.1;60.3966;380.5;31291.48;2025-04-20
1060;5.1;4.4;Duplex;VALLADOLID;2025-04;400.0;63.9919;326.36;25596.76;2025-04-20
1061;4.1;4.4;Duplex;CASTELLON;2025-10;452.17;92.3337;378.57;41750.53;2025-04-20
1062;4.6;3.4;Duplex;LUGO;2025-06;387.33;59.4851;273.63;23040.36;2025-04-20
1063;4.9;2.7;Piso;VALLADOLID;2025-10;209.96;69.0606;338.4;14499.96;2025-04-20
1064;3.7;5.0;Adosado;ZAMORA;2025-03;293.96;84.4268;312.38;24818.1;2025-04-20
1065;4.2;2.7;Adosado;LUGO;2025-08;396.86;87.0692;365.69;34554.28;2025-04-20
1066;6.3;4.7;Piso;MURCIA;2025-04;288.69;62.2309;392.05;17965.44;2025-04-20
1067;6.1;4.4;Adosado;OURENSE;2025-04;326.6;83.2368;507.74;27185.14;2025-04-20
1068;3.3;4.9;Duplex;SEVILLA;2025-10;398.64;74.4716;245.76;29687.36;2025-04-20
1069;6.4;3.7;Duplex;SALAMANCA;2025-06;444.6;92.8441;594.2;41278.49;2025-04-20
1070;5.3;3.5;Piso;PONTEVEDRA;2025-04;196.18;363.9625;1929.0;71402.16;2025-04-20
1071;5.7;4.5;Piso;SEVILLA;2025-10;295.54;197.156;1123.79;58267.48;2025-04-20
1072;6.1;4.6;Duplex;MURCIA;2025-08;413.62;87.9864;536.72;36392.93;2025-04-20
1073;5.2;2.8;Piso;LAS PALMAS;2025-08;217.87;43.9585;228.58;9577.24;2025-04-20
1074;5.1;4.0;Duplex;LA RIOJA;2025-05;391.15;192.5568;982.04;75318.59;2025-04-20
1075;5.4;2.8;Piso;MURCIA;2025-10;298.87;56.2938;303.99;16824.53;2025-04-20
1076;4.6;3.7;Casa Unifamiliar;CUENCA;2025-03;534.57;94.3919;434.2;50459.08;2025-04-20
1077;3.7;2.9;Casa Unifamiliar;BADAJOZ;2025-10;518.58;66.119;244.64;34287.99;2025-04-20
1078;4.5;4.1;Piso;SEVILLA;2025-08;278.31;55.7577;250.91;15517.93;2025-04-20
1079;5.7;4.1;Adosado;ALAVA;2025-10;291.6;261.0059;1487.73;76109.32;2025-04-20
1080;4.2;3.1;Piso;MALAGA;2025-03;243.76;55.1589;231.67;13445.53;2025-04-20
1081;5.0;4.4;Adosado;JAEN;2025-10;346.72;105.8646;529.32;36705.37;2025-04-20
1082;4.3;3.6;Duplex;LEON;2025-10;351.88;63.1332;271.47;22215.31;2025-04-20
1083;3.4;2.9;Casa Unifamiliar;SEVILLA;2025-05;563.73;74.2659;252.5;41865.92;2025-04-20
1084;6.3;2.5;Casa Unifamiliar;SALAMANCA;2025-04;428.85;105.2115;662.83;45119.95;2025-04-20
1085;4.3;4.1;Piso;SALAMANCA;2025-10;184.37;90.662;389.85;16715.35;2025-04-20
1086;3.5;4.6;Duplex;CANTABRIA;2025-09;390.58;258.7995;905.8;101081.91;2025-04-20
1087;5.0;2.4;Piso;CASTELLON;2025-06;295.75;169.1199;845.6;50017.21;2025-04-20
1088;5.2;4.9;Adosado;TARRAGONA;2025-09;375.03;488.2109;2538.7;183093.73;2025-04-20
1089;5.9;2.3;Adosado;SANTA CRUZ DE TENERIFE;2025-07;357.39;84.1061;496.23;30058.68;2025-04-20
1090;4.8;2.4;Casa Unifamiliar;BIZKAIA;2025-08;521.14;328.9505;1578.96;171429.26;2025-04-20
1091;5.2;4.8;Casa Unifamiliar;A CORUÑA;2025-07;485.08;340.1218;1768.63;164986.28;2025-04-20
1092;4.9;2.3;Duplex;MURCIA;2025-05;445.09;108.8381;533.31;48442.75;2025-04-20
1093;5.2;4.4;Duplex;ALAVA;2025-03;374.28;78.3209;407.27;29313.95;2025-04-20
1094;4.8;2.9;Casa Unifamiliar;ASTURIAS;2025-08;476.82;64.2559;308.43;30638.5;2025-04-20
1095;5.9;3.4;Casa Unifamiliar;PONTEVEDRA;2025-05;589.04;204.335;1205.58;120361.49;2025-04-20
1096;3.8;3.5;Casa Unifamiliar;GRANADA;2025-07;555.42;95.2265;361.86;52890.7;2025-04-20
1097;5.1;3.7;Casa Unifamiliar;LA RIOJA;2025-04;435.96;65.9718;336.46;28761.07;2025-04-20
1098;5.7;2.3;Adosado;A CORUÑA;2025-04;286.18;87.3122;497.68;24987.01;2025-04-20
1099;4.6;3.4;Adosado;VALLADOLID;2025-09;360.33;83.4243;383.75;30060.28;2025-04-20
1100;3.7;2.8;Adosado;CIUDAD REAL;2025-03;400.86;81.3292;300.92;32601.62;2025-04-20
1101;5.5;4.2;Casa Unifamiliar;LLEIDA;2025-07;595.06;335.3544;1844.45;199555.99;2025-04-20
1102;4.5;3.8;Casa Unifamiliar;ALICANTE;2025-05;510.18;36.854;165.84;18802.17;2025-04-20
1103;4.2;3.1;Piso;VALENCIA;2025-05;279.21;394.9351;1658.73;110269.83;2025-04-20
1104;5.3;3.2;Piso;CIUDAD REAL;2025-03;294.74;70.6319;374.35;20818.05;2025-04-20
1105;3.3;4.6;Casa Unifamiliar;CIUDAD REAL;2025-08;485.2;90.4096;298.35;43866.74;2025-04-20
1106;5.5;2.0;Piso;VALLADOLID;2025-06;232.23;81.8221;450.02;19001.55;2025-04-20
1107;5.6;3.8;Duplex;LA RIOJA;2025-03;449.12;111.1405;622.39;49915.42;2025-04-20
1108;5.2;2.8;Piso;VALLADOLID;2025-03;246.52;65.2182;339.13;16077.59;2025-04-20
1109;5.3;4.7;Piso;CUENCA;2025-03;185.09;169.9897;900.95;31463.39;2025-04-20
1110;4.1;4.8;Casa Unifamiliar;VALENCIA;2025-06;586.18;191.3854;784.68;112186.29;2025-04-20
1111;4.6;4.6;Duplex;LAS PALMAS;2025-06;432.13;265.6947;1222.2;114814.65;2025-04-20
1112;4.5;4.3;Piso;VALLADOLID;2025-06;295.02;335.6419;1510.39;99021.07;2025-04-20
1113;3.8;3.3;Casa Unifamiliar;ALMERIA;2025-08;589.54;62.2642;236.6;36707.24;2025-04-20
1114;3.9;3.5;Adosado;AVILA;2025-05;389.71;42.2065;164.61;16448.3;2025-04-20
1115;5.3;4.2;Adosado;ALAVA;2025-07;289.95;95.1448;504.27;27587.23;2025-04-20
1116;6.2;2.1;Casa Unifamiliar;AVILA;2025-06;529.89;79.909;495.44;42342.98;2025-04-20
